index,Hit_number,level_0,eval,bitscore,%ID,genus,species,hit_def,align_len,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_2212,1,7128,1.29246e-55,250,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO568 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2213,1,7129,1.60992e-54,246,100.0,genus_unassigned,species_unassigned,"Uncultured stramenopile clone AI3F14RJ1D09 18S ribosomal RNA gene, partial sequence",123,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,unassigned,unassigned
ASV_2214,33,1475,8.61454e-52,237,97.62,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB195_O16_PRAP_P_39_S",126,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2215,3,354,6.69511e-53,240,98.4,Pedinella,Pedinella sp. squamata,"Pedinella sp. squamata gene for small subunit ribosomal RNA, partial sequence",125,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,Pedinella,Pedinella sp. squamata
ASV_2216,1,4830,2.20913e-59,264,100.0,Hiatella,species_unassigned,"Hiatella arctica voucher BivAToL-195 18S ribosomal RNA gene, partial sequence",132,Eukaryota,Mollusca,Bivalvia,Myoida,Hiatellidae,Hiatella,unassigned
ASV_2217,1,7130,1.98284e-53,243,99.19,genus_unassigned,species_unassigned,"Uncultured rhizarian clone AI5F14RJ1B05 18S ribosomal RNA gene, partial sequence",124,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2218,1,355,8.24796e-52,237,97.62,Prorocentrum,Prorocentrum triestinum,"Prorocentrum triestinum 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum triestinum
ASV_2219,1,7131,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SCM28C85 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2220,1,7132,2.02216e-09,81,97.67,genus_unassigned,species_unassigned,"Micromonas sp. RCC299 mitochondrion, complete genome",43,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2221,3,356,1.36507e-55,250,98.46,Chrysochromulina,Chrysochromulina leadbeateri,"Chrysochromulina leadbeateri partial 18S rRNA gene, strain UIO035 (=ERIK)",130,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina leadbeateri
ASV_2222,2,4832,4.98331e-42,201,91.41,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P2-10 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2223,1,7133,1.93973e-53,242,98.41,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8900.064 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_2224,1,357,8.93162e-51,232,100.0,Caecitellus,Caecitellus parvulus,"Caecitellus parvulus 18S ribosomal RNA gene, partial sequence",116,Eukaryota,unknown,unknown,Bicosoecida,unknown,Caecitellus,Caecitellus parvulus
ASV_2225,4,1476,1.64531e-54,246,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AA538_E14_MS8_H_23_D",123,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2226,2,358,3.24736e-38,186,89.23,Pterocystis,Pterocystis sp. JJP-2003,"Pterocystis sp. JJP-2003 small subunit ribosomal RNA gene, partial sequence",130,Eukaryota,unknown,unknown,unknown,Pterocystidae,g_,s_
ASV_2227,1,359,8.24796e-52,237,97.62,Ensiculifera,Ensiculifera imariensis,"Ensiculifera imariensis strain GeoB 284 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_2228,4,360,8.07541e-27,145,82.31,Euglypha,Euglypha rotunda,"Euglypha rotunda 18S rRNA gene, strain Costa Rica",130,Eukaryota,Cercozoa,unknown,Euglyphida,Euglyphidae,g_,s_
ASV_2229,1,361,1.00481e-50,232,96.83,Ensiculifera,Ensiculifera imariensis,"Ensiculifera imariensis strain GeoB 284 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,s_
ASV_2230,9,363,6.83316e-40,193,92.68,Stephanopyxis,Stephanopyxis turris,"Stephanopyxis turris gene for 18S rRNA, partial sequence, strain: p121",123,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_2231,1,7134,6.28166e-09,79,93.62,genus_unassigned,species_unassigned,"Selenidium sp. KCW-2012b 18S ribosomal RNA gene, partial sequence",47,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2232,1,7135,6.28166e-09,78,85.71,genus_unassigned,species_unassigned,"Metaracoelophrya sp. 1 MCSK-2011 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 23S ribosomal RNA gene, partial sequence",63,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2233,2,4833,7.81079e-46,214,93.7,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ9-19 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2234,3,364,2.02595e-53,242,98.41,Chrysochromulina,Chrysochromulina strobilus,"Chrysochromulina strobilus isolate NY13S_200 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina strobilus
ASV_2235,14,4834,8.9121e-39,189,89.76,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate SSB1-32 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2236,1,7136,7.63031e-59,262,100.0,genus_unassigned,species_unassigned,"Glehnia littoralis isolate gl-02 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence",131,Eukaryota,Streptophyta,unknown,Apiales,Apiaceae,unassigned,unassigned
ASV_2237,2,4835,1.50784e-48,224,95.28,Thalassiosira,species_unassigned,"Thalassiosira weissflogii 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,s_
ASV_2238,7,365,4.41887e-30,156,84.62,Paradinium,Paradinium poucheti,"Paradinium poucheti isolate PaOi01 18S ribosomal RNA gene, partial sequence >gi|164504534|gb|EU189030.1| Paradinium poucheti isolate PaOi21 18S ribosomal RNA gene, partial sequence",130,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2239,3,4836,6.1369e-41,196,92.13,Pterocystis,species_unassigned,"Pterocystis sp. isolate BH65_7 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,unknown,unknown,Pterocystidae,g_,s_
ASV_2240,3,4837,5.37853e-48,223,94.57,Oblongichytrium,species_unassigned,"Oblongichytrium sp. isolate NY13S_147 small subunit ribosomal RNA gene, partial sequence",129,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_2241,1,7138,6.3952e-60,266,100.0,genus_unassigned,species_unassigned,"Anomia ephippium voucher BivAToL-124 18S ribosomal RNA gene, partial sequence",133,Eukaryota,Mollusca,Bivalvia,Pectinoida,Anomiidae,unassigned,unassigned
ASV_2242,1,7139,4.06952e-13,95,85.71,genus_unassigned,species_unassigned,"Eutreptia pertyi 18S ribosomal RNA gene, complete sequence; mitochondrial gene for mitochondrial product",77,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2243,1,366,2.23783e-46,216,94.49,Protoperidinium,Protoperidinium divergens,"Protoperidinium divergens gene for 18S rRNA, partial sequence, isolate: #5 >gi|61287149|dbj|AB181893.1| Protoperidinium divergens gene for 18S rRNA, partial sequence, isolate: #12",127,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2244,19,367,1.25131e-49,228,96.09,Gymnodinium,Gymnodinium litoralis,"Gymnodinium litoralis isolate AR3 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,s_
ASV_2245,2,4838,1.23771e-49,229,96.06,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-17 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2246,1,7140,6.31898e-53,240,100.0,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone I-9-MC906-OTU-48 18S ribosomal RNA gene, partial sequence",120,Eukaryota,Ciliophora,Spirotrichea,Urostylida,unassigned,unassigned,unassigned
ASV_2247,1,7141,1.60992e-54,246,100.0,genus_unassigned,species_unassigned,"Calanus glacialis voucher WS121 small subunit ribosomal RNA gene, partial sequence",123,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,unassigned,unassigned
ASV_2248,1,7142,1.93973e-53,242,98.41,genus_unassigned,species_unassigned,"Prorocentrum triestinum 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2249,1,7143,2.0475e-53,242,96.95,genus_unassigned,species_unassigned,"Uncultured eukaryote clone 08D30P55 small subunit ribosomal RNA gene, partial sequence",131,Eukaryota,unknown,Haptophyta,unassigned,unassigned,unassigned,s_
ASV_2250,5,1477,2.91338e-32,164,85.83,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_159, clone 1815G02",127,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2251,17,1478,1.15922e-43,207,94.21,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB234_F15_CHRI_P_51_S",121,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2252,4,369,8.16353e-33,166,87.2,Protoperidinium,Protoperidinium claudicans,"Protoperidinium claudicans gene for 18S rRNA, partial sequence, isolate  #2 (cyst)",125,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2253,44,1479,9.51548e-45,210,95.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB198_K09_MLV2_P_48_S",120,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2254,1,4839,5.61918e-54,244,98.43,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-23 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2255,24,4840,7.81079e-46,214,93.7,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-11 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2256,1,4841,2.63521e-58,260,100.0,Thaumatomonas,species_unassigned,"Thaumatomonas sp. CCAP 1903/2 isolate EP3 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",130,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,Thaumatomonas,unassigned
ASV_2257,1,7144,2.52753e-20,121,81.54,genus_unassigned,species_unassigned,"Acartia omorii 18S ribosomal RNA gene, partial sequence",130,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2258,5,370,3.78952e-37,182,89.06,Rhogostoma,Rhogostoma schuessleri,"Rhogostoma schuessleri strain CCAP 1966/1 18S small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhogostomidae,g_,s_
ASV_2259,1,7145,1.15922e-43,206,98.15,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu1590 small subunit ribosomal RNA gene, partial sequence",108,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2260,4,4842,1.17196e-43,206,92.19,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P2-10 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2261,1,4843,1.59223e-54,247,99.21,Gyrodinium,species_unassigned,"Uncultured Gyrodinium clone 7544 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,unassigned
ASV_2262,5,4844,5.61918e-54,244,98.43,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate HZBD3-11 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2263,1,7147,1.06063e-50,232,95.42,genus_unassigned,species_unassigned,"Unidentified prymnesiophyte clone OLI51059 18S ribosomal RNA gene, complete sequence",131,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,s_
ASV_2264,1,7148,5.49568e-54,245,99.2,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST6060.105 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2265,19,371,1.59364e-35,177,88.1,Pentapharsodinium,Pentapharsodinium tyrrhenicum,"Pentapharsodinium tyrrhenicum clone 1501 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_2266,1,1480,8.06828e-46,215,93.08,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_96, clone 1802E03",130,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2267,1,7149,1.59223e-54,247,99.21,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8360.070 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned
ASV_2268,1,7150,1.43427e-35,176,88.1,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO767 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2269,1,7151,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Navicula sp. 39 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2270,7,372,6.55818e-28,148,82.95,Pseudopirsonia,Pseudopirsonia mucosa,"Pseudopirsonia mucosa partial 18S rRNA gene, isolate P845",129,Eukaryota,Cercozoa,unknown,Marimonadida,unknown,g_,s_
ASV_2271,5,373,4.92914e-42,201,92.68,Crustomastix,Crustomastix stigmatica,"Crustomastix stigmatica isolate BH41_44 small subunit ribosomal RNA gene, partial sequence",123,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_2272,1,7153,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured alveolate clone RS.12f.10m.0016 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2273,1,7154,1.81995e-09,81,87.93,genus_unassigned,species_unassigned,"Longidorus nevesi isolate W68 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence",58,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2274,1,7155,9.09993e-58,258,100.0,genus_unassigned,species_unassigned,"Rachicladosporium inconspicuum CCFEE 5456 18S rRNA gene, partial sequence; from TYPE material",129,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,unassigned,unassigned,unassigned
ASV_2275,5,4845,1.72044e-41,198,92.19,Amoebophrya,species_unassigned,"Uncultured Amoebophrya clone 3507 18S ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2276,1,7156,2.44401e-33,169,86.82,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone MB04.9 18S ribosomal RNA gene, partial sequence",129,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2277,1,7157,2.0475e-53,242,96.95,genus_unassigned,species_unassigned,"Unidentified prymnesiophyte clone OLI51059 18S ribosomal RNA gene, complete sequence",131,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,s_
ASV_2278,4,4846,1.70153e-41,199,92.86,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ9-21 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2279,1,7158,5.80443e-54,245,97.69,genus_unassigned,species_unassigned,"Unidentified prymnesiophyte clone OLI16108 18S ribosomal RNA gene, complete sequence",130,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2280,1,7159,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured stramenopile clone 155D3Ae6ho 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2281,3,375,3.87281e-37,183,88.37,Didymoeca,Didymoeca costata,"Didymoeca costata 18S ribosomal RNA gene, partial sequence",129,Eukaryota,unknown,unknown,Choanoflagellata,Stephanoecidae,g_,s_
ASV_2282,8,4847,3.9526e-56,252,98.47,Prymnesium,species_unassigned,"Prymnesium parvum strain CCAP 946/6 18S ribosomal RNA gene, partial sequence",131,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,unassigned
ASV_2283,68,4848,2.14135e-27,147,86.05,Prorocentrum,species_unassigned,"Prorocentrum panamensis 18S rRNA gene, strain PPAN06",129,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_2284,1,7160,3.24449e-57,257,99.24,genus_unassigned,species_unassigned,"Unidentified prymnesiophyte clone OLI51059 18S ribosomal RNA gene, complete sequence",131,Eukaryota,unknown,Haptophyta,unassigned,unassigned,unassigned,unassigned
ASV_2285,2,376,2.09592e-40,194,90.55,Teleaulax,Teleaulax amphioxeia,"Teleaulax amphioxeia partial 18S rRNA gene, strain SCCAP K-0434",127,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_2286,1,7161,4.71664e-23,130,81.75,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP1446 18S ribosomal RNA gene, partial sequence",126,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2287,1,377,3.74457e-56,252,100.0,Leucocryptos,Leucocryptos marina,"Leucocryptos marina clone 3907 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Katablepharidophyta,unknown,Katablepharidaceae,Leucocryptos,Leucocryptos marina
ASV_2288,1,7162,4.03519e-49,227,97.52,genus_unassigned,species_unassigned,"Omegastrombidium elegans isolate LWW2010031401 small subunit ribosomal RNA gene, partial sequence",121,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,unassigned
ASV_2289,1,4849,3.32123e-44,209,92.91,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT6-17 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2290,1,7163,2.60948e-39,190,90.4,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone NIF_3H11 18S ribosomal RNA gene, partial sequence",125,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_2291,5,379,2.14199e-40,194,90.08,Thraustochytrium,Thraustochytrium multirudimentale,Thraustochytrium multirudimentale gene for 18S rRNA,131,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_2292,8,4850,1.66372e-41,198,91.94,Duboscquella,species_unassigned,"Uncultured Duboscquella clone 3506 18S ribosomal RNA gene, partial sequence",124,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_2293,1,4851,1.23771e-49,229,96.06,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT7-14 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2294,1,7164,4.76457e-55,248,100.0,genus_unassigned,species_unassigned,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB194_A07_PRYM_P_39_S",124,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2295,1,4852,3.74457e-56,252,100.0,Dinophysis,species_unassigned,"Dinophysis acuminata strain DARU-2013 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,unassigned
ASV_2296,3,1481,3.91099e-56,252,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AA534_P10_PELA_P_23_D",126,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2297,2,1482,4.61251e-55,249,99.21,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_159, clone 1815G02",127,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2298,2,4853,1.00481e-50,232,96.83,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-24 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2299,1,380,2.6869e-51,235,99.17,Cyclotrichium,Cyclotrichium cyclokaryon,"Cyclotrichium cyclokaryon isolate LWW07111501 18S small subunit ribosomal RNA gene, complete sequence",120,Eukaryota,Ciliophora,Litostomatea,Haptorida,Didiniidae,Cyclotrichium,Cyclotrichium cyclokaryon
ASV_2300,1,7166,3.24449e-57,257,99.24,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP1063 18S ribosomal RNA gene, partial sequence",131,Eukaryota,unknown,Polycystinea,Spumellaria,Spongodiscidae,unassigned,unassigned
ASV_2301,1,7167,3.86939e-56,253,99.22,genus_unassigned,species_unassigned,"[Candida] atlantica JCM 9548 18S rRNA gene, partial sequence; from TYPE material",129,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unassigned,unassigned,unassigned
ASV_2302,4,4854,1.4747e-48,225,96.0,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ8-34 small subunit ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2303,2,4855,2.49724e-39,190,90.4,Lithomelissa,species_unassigned,"Lithomelissa setosa isolate 2 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Polycystinea,Nassellaria,Plagiacanthidae,g_,s_
ASV_2304,1,4856,3.62403e-50,230,96.8,Haliphthoros,species_unassigned,"Haliphthoros sp. isolate BH46_112 small subunit ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Oomycetes,Lagenidiales,Haliphthoraceae,Haliphthoros,s_
ASV_2305,1,7168,1.32267e-36,181,89.43,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone SIF_3D11 18S ribosomal RNA gene, partial sequence",123,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2306,2,381,1.38081e-36,181,88.98,Aplanochytrium,Aplanochytrium stocchinoi,"Aplanochytrium stocchinoi isolate BH41_100 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_2307,1,7169,1.06063e-50,232,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone AMT15_15_10m_412 18S ribosomal RNA gene, partial sequence",116,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2308,4,4857,9.41923e-26,140,84.38,Rhynchopus,species_unassigned,"Rhynchopus sp. isolate YPF1505 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,unknown,Diplonemea,Diplonemidae,g_,s_
ASV_2309,1,1484,1.663e-54,246,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB233_K22_PRYM_P_41_S",123,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2310,7,1486,2.66631e-45,212,95.04,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB208_K14_MLV2_H_48_S",121,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2311,7,4858,3.21174e-44,209,94.44,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate HKB7-11 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2312,6,4859,2.69627e-45,212,93.65,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate HKB7-11 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2313,1,4860,1.23771e-49,229,96.06,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P4-1 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2314,1,382,2.69627e-45,212,93.65,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_2315,1,383,3.79782e-49,227,99.14,Caecitellus,Caecitellus parvulus,"Caecitellus parvulus 18S ribosomal RNA gene, partial sequence",116,Eukaryota,unknown,unknown,Bicosoecida,unknown,Caecitellus,Caecitellus parvulus
ASV_2316,2,384,1.663e-54,247,99.21,Chrysochromulina,Chrysochromulina strobilus,"Chrysochromulina strobilus isolate NY13S_200 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina strobilus
ASV_2317,10,385,1.10827e-43,206,93.5,Stephanopyxis,Stephanopyxis turris,"Stephanopyxis turris gene for 18S rRNA, partial sequence, strain: p121",123,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_2318,1,7170,1.663e-54,247,99.21,genus_unassigned,species_unassigned,"Uncultured eukaryote clone biogas-LD-e19 18S ribosomal RNA gene, partial sequence",126,Eukaryota,Streptophyta,unassigned,unassigned,unassigned,unassigned,unassigned
